source_id,source_title,source_type,institution,year,url,notes,article_slug,article_title,author,publisher
src-00166,,,,,https://global.oup.com/academic/product/international-law-9780199259397,,,,,
src-00109,,,,,https://www.icj-cij.org/case/52/judgments,,,,,
src-00244,,,,,https://legal.un.org/avl/ha/ufp/ufp.html,,,,,
src-00184,,,,,https://www.icj-cij.org/case/164,,,,,
src-00008,,,,,https://legal.un.org/avl/ha/cjistp/cjistp.html,,,,,
src-00254,,,,,https://treaties.un.org/doc/publication/ctc/uncharter.pdf,,,,,
src-00252,,,,,https://ghdi.ghi-dc.org/pdf/eng/87.%20PeaceWestphalia_en.pdf,,,,,
src-00232,,,,,https://www.un.org/en/about-us/un-charter/chapter-5,,,,,
src-00261,,,,,https://www.cambridge.org/core/books/imperialism-sovereignty-and-the-making-of-international-law/8A9B9D74AAB7CA2D7B7D4D83A7E9D59A,,,,,
src-00016,,,,,https://legal.un.org/ilc/documentation/english/a_cn4_l702.pdf,,,,,
src-00017,,,,,https://legal.un.org/ilc/texts/instruments/english/draft_articles/1_9_2006.pdf,,,,,
src-00018,,,,,https://legal.un.org/ilc/reports/2006/english/chp12.pdf,,,,,
src-00229,,,,,https://treaties.un.org/Pages/overview.aspx?path=overview/definition/page1_en.xml,,,,,
src-00020,,,,,https://www.icj-cij.org/case/90,,,,,
src-00021,,,,,https://www.icj-cij.org/case/90/judgments,,,,,
src-00137,,,,,https://legal.un.org/ilc/texts/instruments/english/commentaries/1_11_2018.pdf,,,,,
src-00193,,,,,https://legal.un.org/ilc/texts/instruments/english/commentaries/9_6_2001.pdf,,,,,
src-00025,,,,,https://www.cambridge.org/core/journals/leiden-journal-of-international-law/article/abs/fragmentation-of-international-law-postmodern-anxieties/7C3199B9E9F51AF333709F523B437599,,,,,
src-00026,,,,,https://www.cambridge.org/core/journals/international-and-comparative-law-quarterly/article/principle-of-systemic-integration-and-article-313c-of-the-vienna-convention/92EFA8D2F6113976D350F1F588327B8E,,,,,
src-00027,,,,,https://legal.un.org/ilc/guide/1_15.shtml,,,,,
src-00029,,,,,https://legal.un.org/ilc/reports/2023/,,,,,
src-00207,,,,,https://research.un.org/en/unmembers/observers,,,,,
src-00031,,,,,https://www.icj-cij.org/case/4/summaries,,,,,
src-00032,,,,,https://www.icj-cij.org/node/103744,,,,,
src-00033,,,,,https://www.cambridge.org/core/books/general-principles-of-law-as-applied-by-international-courts-and-tribunals/28E7C60CF7E4319681B15739D6B8C3D3,,,,,
src-00034,,,,,https://www.un.org/en/about-us/universal-declaration-of-human-rights,,,,,
src-00035,,,,,https://www.ohchr.org/en/universal-declaration-of-human-rights,,,,,
src-00036,,,,,https://www.ohchr.org/en/instruments-and-mechanisms/international-human-rights-law,,,,,
src-00155,,,,,https://www.ohchr.org/en/instruments-mechanisms/instruments/general-assembly-resolution-1803-xvii-14-december-1962-permanent,,,,,
src-00039,,,,,https://www.ohchr.org/en/core-international-human-rights-instruments-and-their-monitoring-bodies,,,,,
src-00040,,,,,https://www.ohchr.org/en/treaty-bodies,,,,,
src-00041,,,,,https://www.ohchr.org/en/instruments-and-mechanisms,,,,,
src-00042,,,,,https://www.ohchr.org/en/instruments-mechanisms/instruments/international-convention-elimination-all-forms-racial,,,,,
src-00043,,,,,https://www.ohchr.org/en/instruments-mechanisms/instruments/convention-against-torture-and-other-cruel-inhuman-or-degrading,,,,,
src-00044,,,,,https://www.ohchr.org/en/instruments-mechanisms/instruments/convention-rights-child,,,,,
src-00062,,,,,https://www.echr.coe.int/general-presentation,,,,,
src-00046,,,,,https://au.int/en/treaties/african-charter-human-and-peoples-rights,,,,,
src-00047,,,,,https://au.int/sites/default/files/treaties/36390-treaty-0011_-_african_charter_on_human_and_peoples_rights_e.pdf,,,,,
src-00199,,,,,https://www.cambridge.org/core/books/state-responsibility/8B821CE2F80D860010E77B4A09005F77,,,,,
src-00052,,,,,https://global.oup.com/academic/product/international-human-rights-9780199578726,,,,,
src-00053,,,,,https://www.cornellpress.cornell.edu/book/9780801477706/universal-human-rights-in-theory-and-practice/,,,,,
src-00054,,,,,https://www.hup.harvard.edu/books/9780674064348,,,,,
src-00055,,,,,https://www.pennpress.org/9780812218138/human-rights/,,,,,
src-00056,,,,,https://www.icj-cij.org/court,,,,,
src-00057,,,,,https://www.icj-cij.org/organs-agencies-authorized,,,,,
src-00058,,,,,https://www.icc-cpi.int/publications/core-legal-texts/rome-statute-international-criminal-court,,,,,
src-00059,,,,,https://www.icc-cpi.int/about/the-court,,,,,
src-00103,,,,,https://isa.org.jm/about-isa/,,,,,
src-00063,,,,,https://www.wto.org/english/tratop_e/dispu_e/dispu_e.htm,,,,,
src-00064,,,,,https://www.wto.org/english/tratop_e/dispu_e/appellate_body_e.htm,,,,,
src-00065,,,,,https://icsid.worldbank.org/about,,,,,
src-00066,,,,,https://icsid.worldbank.org/sites/default/files/ICSID%20Convention%20English.pdf,,,,,
src-00067,,,,,https://www.icty.org/,,,,,
src-00068,,,,,https://www.icty.org/en/about,,,,,
src-00069,,,,,https://main.un.org/securitycouncil/en/content/repertoire/international-tribunals,,,,,
src-00070,,,,,https://rscsl.org/,,,,,
src-00071,,,,,https://press.princeton.edu/books/paperback/9780691166705/the-new-terrain-of-international-law,,,,,
src-00072,,,,,https://global.oup.com/academic/product/the-oxford-handbook-of-international-adjudication-9780199660681,,,,,
src-00118,,,,,https://www.hcch.net/en/home,,,,,
src-00075,,,,,https://legal.un.org/ilc/texts/instruments/english/conventions/1_1_1969.pdf,,,,,
src-00077,,,,,https://asil.org/resources/100ways/,,,,,
src-00173,,,,,https://brill.com/display/title/944,,,,,
src-00079,,,,,https://www.cambridge.org/highereducation/books/international-law/0D34569C17B34149A07148E58ED4BE21,,,,,
src-00196,,,,,https://www.icj-cij.org/case/1,,,,,
src-00169,,,,,https://www.icj-cij.org/node/103876,,,,,
src-00085,,,,,https://www.icj-cij.org/node/103960,,,,,
src-00168,,,,,https://treaties.un.org/doc/source/docs/A_RES_2625-Eng.pdf,,,,,
src-00226,,,,,https://manchesteruniversitypress.co.uk/9780719003295/,,,,,
src-00089,,,,,https://www.un.org/Depts/los/convention_agreements/texts/unclos/UNCLOS-TOC.htm,,,,,
src-00090,,,,,https://www.ohchr.org/Documents/Issues/Terrorism/UNSRsPublicJurisdictionAnalysis2020.pdf,,,,,
src-00091,,,,,https://seoul.ohchr.org/sites/default/files/2022-10/09_What%20is%20Universal%20Jurisdiction_formatting_FIN_ENG.pdf,,,,,
src-00092,,,,,https://legal.un.org/ilc/guide/4_1.shtml,,,,,
src-00093,,,,,https://global.oup.com/academic/product/jurisdiction-in-international-law-9780199688517,,,,,
src-00094,,,,,https://academic.oup.com/bybil/article/84/1/187/260567,,,,,
src-00095,,,,,https://legal.un.org/ilc/texts/instruments/english/commentaries/1_14_2022.pdf,,,,,
src-00096,,,,,https://www.icj-cij.org/case/50,,,,,
src-00097,,,,,https://www.icj-cij.org/case/144,,,,,
src-00098,,,,,https://www.icj-cij.org/node/204176,,,,,
src-00099,,,,,https://global.oup.com/academic/product/peremptory-norms-in-international-law-9780199295968,,,,,
src-00100,,,,,https://treaties.un.org/pages/ViewDetailsIII.aspx?src=TREATY&mtdsg_no=XXI-6&chapter=21&Temp=mtdsg3&clang=_en,,,,,
src-00101,,,,,https://www.un.org/depts/los/index.htm,,,,,
src-00102,,,,,https://www.itlos.org/en/main/the-tribunal/unclos/,,,,,
src-00104,,,,,https://isa.org.jm/equitable-sharing-of-benefits/,,,,,
src-00105,,,,,https://www.un.org/depts/los/clcs_new/clcs_home.htm,,,,,
src-00106,,,,,https://www.un.org/depts/los/clcs_new/commission_purpose.htm,,,,,
src-00107,,,,,https://pca-cpa.org/en/cases/7/,,,,,
src-00108,,,,,https://legal.un.org/riaa/cases/vol_XXXIII/153-617.pdf,,,,,
src-00110,,,,,https://www.un.org/bbnjagreement/en,,,,,
src-00111,,,,,https://www.un.org/bbnjagreement/sites/default/files/2024-08/Text%20of%20the%20Agreement%20in%20English.pdf,,,,,
src-00112,,,,,https://www.unep.org/resources/agreement-marine-biological-diversity-areas-beyond-national-jurisdiction-bbnj-agreement,,,,,
src-00113,,,,,https://www.imo.org/en/about/Conventions/Pages/International-Convention-for-the-Prevention-of-Pollution-from-Ships-%28MARPOL%29.aspx,,,,,
src-00114,,,,,https://www.bloomsbury.com/us/international-law-of-the-sea-9781509958399/,,,,,
src-00115,,,,,https://www.cambridge.org/core/books/international-law-of-the-sea/0DE2FDC78EAA0C48B27E0D96FD6F6504,,,,,
src-00116,,,,,https://manchesteruniversitypress.co.uk/9781526116281/,,,,,
src-00117,,,,,https://global.oup.com/academic/product/the-law-of-the-sea-9780199299614,,,,,
src-00119,,,,,https://www.hcch.net/en/about,,,,,
src-00120,,,,,https://www.hcch.net/en/instruments/conventions,,,,,
src-00121,,,,,https://www.hcch.net/en/instruments/conventions/full-text/?cid=17,,,,,
src-00122,,,,,https://assets.hcch.net/docs/f4520725-8cbd-4c71-b402-5aae1994d14c.pdf,,,,,
src-00123,,,,,https://www.hcch.net/en/instruments/conventions/full-text/?cid=98,,,,,
src-00124,,,,,https://www.hcch.net/en/instruments/conventions/full-text/?cid=137,,,,,
src-00125,,,,,https://icsid.worldbank.org/resources/rules-and-regulations/convention/overview,,,,,
src-00126,,,,,https://icsid.worldbank.org/rules-regulations/convention,,,,,
src-00127,,,,,https://iccwbo.org/dispute-resolution/dispute-resolution-services/icc-international-court-of-arbitration/,,,,,
src-00128,,,,,https://iccwbo.org/dispute-resolution/dispute-resolution-services/arbitration/,,,,,
src-00129,,,,,https://www.cambridge.org/core/books/confluence-of-public-and-private-international-law/285A0C54E7F35996359D3C03A86BEAC3,,,,,
src-00130,,,,,https://global.oup.com/academic/product/the-rome-ii-regulation-9780199588466,,,,,
src-00131,,,,,https://global.oup.com/academic/product/the-conflict-of-laws-9780198838500,,,,,
