article_id,article_title,source_id,source_kind,source_type,title,author_or_institution,year,publisher,url,notes
customary-international-law,Customary International Law: State Practice and Opinio Juris,1,primary,treaty,Statute of the International Court of Justice,International Court of Justice,1945,,https://www.icj-cij.org/statute,Article 38 source framework including international custom as evidence of general practice accepted as law
customary-international-law,Customary International Law: State Practice and Opinio Juris,10,primary,other,United Nations Audiovisual Library of International Law,United Nations,n.d.,,https://legal.un.org/avl/,Official UN legal research and teaching resource
customary-international-law,Customary International Law: State Practice and Opinio Juris,2,primary,report,Identification of customary international law,International Law Commission,2018,,https://legal.un.org/ilc/guide/1_13.shtml,ILC guide page for customary international law identification
customary-international-law,Customary International Law: State Practice and Opinio Juris,3,primary,report,Draft conclusions on identification of customary international law,International Law Commission,2018,,https://legal.un.org/ilc/texts/instruments/english/draft_articles/1_13_2018.pdf,Two-element approach to custom state practice and opinio juris
customary-international-law,Customary International Law: State Practice and Opinio Juris,4,primary,report,Draft conclusions on identification of customary international law with commentaries,International Law Commission,2018,,https://legal.un.org/ilc/texts/instruments/english/commentaries/1_13_2018.pdf,Commentary on evidence practice opinio juris and methodological issues
customary-international-law,Customary International Law: State Practice and Opinio Juris,5,primary,treaty,North Sea Continental Shelf cases,International Court of Justice,1969,,https://www.icj-cij.org/case/52,Classic ICJ case on customary-law formation and treaty/custom interaction
customary-international-law,Customary International Law: State Practice and Opinio Juris,6,primary,treaty,Military and Paramilitary Activities in and against Nicaragua,International Court of Justice,1984,,https://www.icj-cij.org/case/70,Major ICJ case distinguishing treaty and customary rules on use of force and non-intervention
customary-international-law,Customary International Law: State Practice and Opinio Juris,7,primary,case,Jurisdictional Immunities of the State,International Court of Justice,2012,,https://www.icj-cij.org/case/143,ICJ case identifying state immunity as customary international law
customary-international-law,Customary International Law: State Practice and Opinio Juris,8,primary,treaty,Convention on Jurisdictional Immunities of States and Their Property,United Nations,n.d.,,https://legal.un.org/avl/ha/cjistp/cjistp.html,Context for state immunity and customary-law codification
customary-international-law,Customary International Law: State Practice and Opinio Juris,9,primary,treaty,Charter of the United Nations,United Nations,1945,,https://www.un.org/en/about-us/un-charter/full-text,Use of force non-intervention and post-1945 legal order context
